;;;;;;;;;"Supplier";"Supplier";"Supplier";"Supplier";"Auditor";"Auditor";"Auditor";"Auditor";"Auditor";"Auditor";"Auditor";"Auditor";"Auditor";"Reviewer";"Member";"Member";"Member"
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"sitePostalCode";"Text";"Y";;"Facility Details | Site postal/zip code";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"siteCountry";"Text";;;"Facility Details | Site country";"utf-8";"Afghanistan|Albania|Algeria|Andorra|Angola|Anguilla|Antarctica|Antigua and Barbuda|Argentina|Armenia|Aruba|Australia|Austria|Azerbaijan|Bahamas|Bahrain|Bangladesh|Barbados|Belarus|Belgium|Belize|Benin|Bermuda|Bhutan|Bolivia|Bosnia and Herzegovina|Botswana|Bouvet Island|Brazil|British Indian Ocean Territory|British Virgin Islands|Brunei Darussalam|Bulgaria|Burkina Faso|Burundi|Cambodia|Cameroon|Canada|Cape Verde|Cayman Islands|Central African Republic|Chad|Chile|China|Christmas Island|Coconut Islands|Colombia|Comoros|Congo, Democratic Republic|Congo, Republic of the|Cook Islands|Costa Rica|Croatia|Cuba|Cyprus|Czech Republic|Denmark|Djibouti|Dominica|Dominican Republic|Dutch Antilles|East Timor|Ecuador|Egypt|El Salvador|Equatorial Guinea|Eritrea|Estonia|Ethiopia|Falkland Islands|Faroe Islands|Fiji|Finland|France|French Guayana|French Polynesia|French Southern Territories|Gabon|Gambia|Georgia|Germany|Ghana|Gibraltar|Greece|Greenland|Grenada|Guadeloupe|Guam|Guatemala|Guernsey|Guinea|Guinea-Bissau|Guyana|Haiti|Heard Island and McDonald Islands|Honduras|Hong Kong|Horn of Africa|Hungary|Iceland|India|Indonesia|Iran|Iraq|Ireland|Isle of Man|Israel|Italy|Ivory Coast|Jamaica|Japan|Jersey|Jordan|Kazakhstan|Kenya|Kiribati|Korea, North|Korea, South|Kosovo|Kuwait|Kyrgyzstan|Laos|Latvia|Lebanon|Lesotho|Liberia|Libya|Liechtenstein|Lithuania|Luxembourg|Macau|Macedonia|Madagascar|Malawi|Malaysia|Maldives|Mali|Malta|Marshall Islands|Martinique|Mauritania|Mauritius|Mayotte|Mexico|Micronesia|Moldova|Monaco|Mongolia|Montenegro|Montserrat|Morocco|Mozambique|Myanmar|Namibia|Nauru|Nepal|Netherlands|New Caledonia|New Zealand|Nicaragua|Niger|Nigeria|Niue Islands|Norfolk Island|Northern Mariana Islands|Norway|Oman|Pakistan|Palau|Palestine|Panama|Papua New Guinea|Paraguay|Peru|Philippines|Pitcairn Islands|Poland|Portugal|Puerto Rico|Qatar|Reunion|Romania|Russian Federation|Rwanda|Saint Pierre and Miquelon|Samoa, American|San Marino|Sao Tome and Principe|Saudi Arabia|Senegal|Serbia|Seychelles|Sierra Leone|Singapore|Slovakia|Slovenia|Solomon Islands|Somalia|South Africa|South Georgia and the South Sandwich Islands|Spain|Sri Lanka|St. Helena|St. Kitts and Nevis|St. Lucia|St. Vincent|Sudan|Suriname|Svalbard|Swaziland|Sweden|Switzerland|Syria|Taiwan|Tajikistan|Tanzania|Thailand|Timor Leste|Togo|Tokelau Islands|Tonga|Trinidad and Tobago|Tunisia|Turkey|Turkmenistan|Turks and Caicos Islands|Tuvalu|Uganda|Ukraine|United Arab Emirates|United Kingdom|United States Minor Outlying Islands|United States Virgin Islands|Uruguay|USA|Uzbekistan|Vanuatu|Vatican City|Venezuela|Vietnam|Wallis and Futuna|West Sahara|Western Samoa|Yemen|Yugoslavia|Zambia|Zimbabwe";;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"siteRepresentativeName";"Text";"Y";;"Site Contact Information | Site representative name (host)";"utf-8";;"Site representative name (host): The person who hosted the audit";;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"siteRepresentativeJobTitle";"Text";"Y";;"Site Contact Information | Job title";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"siteRepresentativePhoneNumber";"Text";"Y";;"Site Contact Information | Phone number";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"siteRepresentativeEmailAddress";"Text";"Y";;"Site Contact Information | Email address";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"managementRepresentativeName";"Text";"Y";;"Site Contact Information | Management representative name";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"managementRepresentativeJobTitle";"Text";"Y";;"Site Contact Information | Job title";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"hseRepresentativeName";"Text";"Y";;"Site Contact Information | HSE (Health, Safety, Environment) representative name";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"hseRepresentativeJobTitle";"Text";"Y";;"Site Contact Information | Job title";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"hrRepresentativeName";"Text";"Y";;"Site Contact Information | HR (Human Resources) representative name";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"hrRepresentativeJobTitle";"Text";"Y";;"Site Contact Information | Job title";"utf-8";;;;;;;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"findingClassificationMethod";"Text";;;"Executive summary | Finding classification method";"utf-8";;;;;"Critical/Major/Minor|Critical/Other";"Finding description method: Please select how you will classify findings throughout this report. Critical/Major/Minor OR Critical/Other. Once selected, please be consistent throughout the report.";;;"Please note that there are two distinct findings classification methods (Critical/Other or Critical/Major/Minor). Once you have selected a method here, please be consistent throughout the audit report. If in doubt, please contact the report owner (who is commissioning the audit) to confirm their preferred method.";;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"workersAttitude";"Text";;;"Attitude of workers (towards management, workplace, and the interview process)";"utf-8";;;;;"Positive|Negative|Neutral|Sikken";;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"managementAttitude";"Text";;;"Attitude of management (to audit and audit process)";"utf-8";;;;;"Positive|Negative|Neutral|Sikken";;;;;;;;;;;;
"AuditOverview";"A schema to be used by audit contractors and suppliers to capture general audit report information, including the contact details of all audit participants";"GICS:35202010";"keyFindingsSummary";"Text";"Y";;"Summary of key findings";"utf-8";;;;;;;;;;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesFacilityAndEngineering";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | Facility & Engineering Services";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesItAndHardwareSupply";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | IT Services & Hardware Supply";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesTemporaryLaborAgency";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | Temporary Labor Agency";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesMarketingProvider";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | Marketing Service Provider";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesTravelAndFleet";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | Travel & Fleet Services";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesConstruction";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | Construction Services";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesNonChemicalManufacturing";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | Manufacturing (Non Chemical)";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesOther";"Boolean";;;"Please indicate which of the following options best describes this facility or company (check all that apply): | Other";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"servicesOtherSpecify";"Text";"Y";;"Please indicate which of the following options best describes this facility or company (check all that apply): | If other, please describe:";"utf-8";;;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersFlood";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Flood";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersEarthquake";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Earthquake";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersDamagingWindstorm";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Damaging windstorm";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersWildfires";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Wildfires";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersVolcanicActivity";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Volcanic Activity";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersTsunamiImpact";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Tsunami Impact";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersHurricaneTyphoon";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Hurricane/Typhoon";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"naturalDisastersTornado";"Boolean";;;"Is the facility located in a region that has experienced any of the following natural disasters in the previous 50 years (check all that apply): | Tornado";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"facilityWorkSpecify";"Text";"Y";;"Describe the type of work (service or production) currently being, or proposed to be performed at this facility or company:";"utf-8";;"Include product types";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"hseResourcesSpecify";"Text";"Y";;"Please describe the facility HSE (Health Safety & Environment) resources (number of staff or time spent on HSE):";"utf-8";;"Please embed the document using Excel’s Insert Object function. In the ‘Create from file’ tab, please check the ‘Display as icon’ box.";"Y";"Please embed the document using Excel's Insert Object function (found in Insert/Text/Object)";;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"languageOfEmployeesPrimary";"Text";;;"What is the primary language spoken by the majority of the employees at this location?";"utf-8";"Afrikaans|Albanian|Amharic|Arabic|Armenian|Basque|Bengali|Byelorussian|Burmese|Bulgarian|Catalan|Czech|Chinese|Croatian|Danish|Dari|Dzongkha|Dutch|English|Esperanto|Estonian|Faroese|Farsi|Finnish|French|Gaelic|Galician|German|Greek|Hebrew|Hindi|Hungarian|Icelandic|Indonesian|Inuktitut (Eskimo)|Italian|Japanese|Khmer|Korean|Kurdish|Laotian|Latvian|Lappish|Lithuanian|Macedonian|Malay|Maltese|Nepali|Norwegian|Pashto|Polish|Portuguese|Romanian|Russian|Scots|Serbian|Slovak|Slovenian|Somali|Spanish|Swedish|Swahili|Tagalog-Filipino|Tajik|Tamil|Thai|Tibetan|Tigrinya|Tongan|Turkish|Turkmen|Ucrainian|Urdu|Uzbek|Vietnamese|Welsh";;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"languagesOfEmployeesOther";"Array[Text]";;;"What is the primary language spoken by the majority of the employees at this location? | Other languages (spoken by at least 10% of the workforce):";"utf-8";"Afrikaans|Albanian|Amharic|Arabic|Armenian|Basque|Bengali|Byelorussian|Burmese|Bulgarian|Catalan|Czech|Chinese|Croatian|Danish|Dari|Dzongkha|Dutch|English|Esperanto|Estonian|Faroese|Farsi|Finnish|French|Gaelic|Galician|German|Greek|Hebrew|Hindi|Hungarian|Icelandic|Indonesian|Inuktitut (Eskimo)|Italian|Japanese|Khmer|Korean|Kurdish|Laotian|Latvian|Lappish|Lithuanian|Macedonian|Malay|Maltese|Nepali|Norwegian|Pashto|Polish|Portuguese|Romanian|Russian|Scots|Serbian|Slovak|Slovenian|Somali|Spanish|Swedish|Swahili|Tagalog-Filipino|Tajik|Tamil|Thai|Tibetan|Tigrinya|Tongan|Turkish|Turkmen|Ucrainian|Urdu|Uzbek|Vietnamese|Welsh";;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"companySponsoredHousing";"Boolean";;;"Is company sponsored housing provided to any contract or full time employees working at this location?";"utf-8";"Yes|No";;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"workersCompanySponsoredHousing";"Number";;;"Is company sponsored housing provided to any contract or full time employees working at this location? | If yes, what is the approximate number of workers living in company-provided housing?";"utf-8";;;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"totalSiteArea";"Number";;"meters squared";"Total site area (m2):";"utf-8";;;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"manufacturingArea";"Number";;"metres squared";"Manufacturing area (m2):";"utf-8";;;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"companyOwnership";"Boolean";;;"Does your company or company own the facility?";"utf-8";"Yes|No";"Please select from the dropdown list";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"facilityOwner";"Text";"Y";;"Does your company or company own the facility? | If no, who owns the facility?";"utf-8";;;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"operationalControlWaterTreatment";"Boolean";;;"If the facility is not owned by the parent company, are the following within your operational control? | Waste water treatment plant";"utf-8";"Yes|No";"Please select from the dropdown list and check all that apply";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"operationalControlUtilities";"Boolean";;;"If the facility is not owned by the parent company, are the following within your operational control? | Utilities";"utf-8";"Yes|No";"Please select from the dropdown list and check all that apply";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"operationalControlSecurity";"Boolean";;;"If the facility is not owned by the parent company, are the following within your operational control? | Security";"utf-8";"Yes|No";"Please select from the dropdown list and check all that apply";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"operationalControlRoadways";"Boolean";;;"If the facility is not owned by the parent company, are the following within your operational control? | Management of the roadways";"utf-8";"Yes|No";"Please select from the dropdown list and check all that apply";;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"commercialSetting";"Text";;;"Indicate if the site is in a rural, industrial, residential or mixed commercial setting. Please attach a local area map with water sources if available";"utf-8";"Rural|Industrial|Residential|Mixed commercial setting";"Please select from the dropdown list";"Y";;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"siteConstructed";"Date";"Y";"DD/MM/YYYY";"When was this site initially constructed?";"utf-8";;;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"siteYearsOfIndustrialUse";"Number";;"seconds";"Please indicate the years of industrial use of the site";"utf-8";;;;;;;;"Y";;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"workersOnsiteMale";"Number";;;"Number of employees/workers by category | Total employee population onsite (including temporary, part-time and contract workers) | Male";"utf-8";;"Include temporary, part-time and contract workers";;"Provide data for the entire site. Also, please note that there may be workers/employees who fit into multiple categories and should be accounted for under each applicable category (i.e., there is overlap between categories)";;;;;;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"workersOnsiteFemale";"Number";;;"Number of employees/workers by category | Total employee population onsite (including temporary, part-time and contract workers) | Female";"utf-8";;"Include temporary, part-time and contract workers";;"Provide data for the entire site. Also, please note that there may be workers/employees who fit into multiple categories and should be accounted for under each applicable category (i.e., there is overlap between categories)";;;;;;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"workersDirectFulltimeMale";"Number";;;"Number of employees/workers by category | Full time employees/workers directly employed by the company | Male";"utf-8";;;;"Provide data for the entire site. Also, please note that there may be workers/employees who fit into multiple categories and should be accounted for under each applicable category (i.e., there is overlap between categories)";;;;;;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"workersDirectFulltimeFemale";"Number";;;"Number of employees/workers by category | Full time employees/workers directly employed by the company | Female";"utf-8";;;;"Provide data for the entire site. Also, please note that there may be workers/employees who fit into multiple categories and should be accounted for under each applicable category (i.e., there is overlap between categories)";;;;;;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"workersDirectParttimeMale";"Number";;;"Number of employees/workers by category | Part-time employees/workers directly employed by the company | Male";"utf-8";;;;"Provide data for the entire site. Also, please note that there may be workers/employees who fit into multiple categories and should be accounted for under each applicable category (i.e., there is overlap between categories)";;;;;;;;;;;;;
"FacilityBackground";"A schema to be used by suppliers to capture details about their business facility to help response personnel in the event of an emergency";"GICS:35202010";"workersDirectParttimeFemale";"Number";;;"Number of employees/workers by category | Part-time employees/workers directly employed by the company | Female";"utf-8";;;;"Provide data for the entire site. Also, please note that there may be workers/employees who fit into multiple categories and should be accounted for under each applicable category (i.e., there is overlap between categories)";;;;;;;;;;;;;
